,date,company_name,action,maya_link,html_link
0,19:14 01/01/2012,סקיילקס ,"מינוי דח""צ - יואב בירן - תיקון דוח",http://maya.tase.co.il/reports/details/704180,http://mayafiles.tase.co.il/RHtm/704001-705000/H704180.htm
1,18:22 01/01/2012,קרדן ישראל ,"מינוי נושא משרה-מנכ""ל ודירק' בקרדן טכנו'- עמית נחמן בן יהודה",http://maya.tase.co.il/reports/details/704154,http://mayafiles.tase.co.il/RHtm/704001-705000/H704154.htm
2,17:36 01/01/2012,קרדן יזמות ,"מינוי נושא משרה-מנכ""ל ודירק' בקרדן טכנו'-עמית נחמן בן יהודה ",http://maya.tase.co.il/reports/details/704102,http://mayafiles.tase.co.il/RHtm/704001-705000/H704102.htm
3,17:21 01/01/2012,קרדן יזמות ,מינוי נושא משרה-חשב קרדן ישראל -דוד שרעבי,http://maya.tase.co.il/reports/details/704093,http://mayafiles.tase.co.il/RHtm/704001-705000/H704093.htm
4,17:16 01/01/2012,קרדן יזמות ,"מינוי נושא משרה-מנכ""ל חברת מילגם שירותים לעיר -ערוסי אילן",http://maya.tase.co.il/reports/details/704086,http://mayafiles.tase.co.il/RHtm/704001-705000/H704086.htm
5,17:14 01/01/2012,קרדן יזמות ,מינוי נושא משרה-סמנכל כספים בחב מילגם שירותים-אברשטרק שלומי ,http://maya.tase.co.il/reports/details/704079,http://mayafiles.tase.co.il/RHtm/704001-705000/H704079.htm
6,15:50 01/01/2012,מלונות הכשרה ,מינוי נושא משרה-מנהלת מלון רימונים אופטימה טאואר-כוכב בלנק,http://maya.tase.co.il/reports/details/704012,http://mayafiles.tase.co.il/RHtm/704001-705000/H704012.htm
7,15:48 01/01/2012,מלונות הכשרה ,"מינוי נושא משרה-סמנכ""ל תפעול-תדהר מרחבי",http://maya.tase.co.il/reports/details/704007,http://mayafiles.tase.co.il/RHtm/704001-705000/H704007.htm
8,15:05 01/01/2012,אורביט ,מינוי נושא משרה-משנה למנהל כללי -שמואל קורן,http://maya.tase.co.il/reports/details/703959,http://mayafiles.tase.co.il/RHtm/703001-704000/H703959.htm
9,14:38 01/01/2012,טסנת ,מינוי נושא משרה - מנהל פעילות ישראל - פדלון רמי,http://maya.tase.co.il/reports/details/703931,http://mayafiles.tase.co.il/RHtm/703001-704000/H703931.htm
10,14:26 01/01/2012,גלובל כנפיים ,מינוי נושא משרה - חשב - פיאלקוב יובל,http://maya.tase.co.il/reports/details/703922,http://mayafiles.tase.co.il/RHtm/703001-704000/H703922.htm
11,14:07 01/01/2012,כנפיים ,מינוי נושא משרה - חשב - פיאלקוב יובל,http://maya.tase.co.il/reports/details/703907,http://mayafiles.tase.co.il/RHtm/703001-704000/H703907.htm
12,14:01 01/01/2012,פולאר השקעות ,"זימון אסיפה כללית ליום 6.2.12-מינוי דח""צ, כתב הצבעה",http://maya.tase.co.il/reports/details/703897,http://mayafiles.tase.co.il/RHtm/703001-704000/H703897.htm
13,10:28 01/01/2012,דלק רכב ,"מינוי נושא משרה-סמנכ""ל-כהן ברק",http://maya.tase.co.il/reports/details/703772,http://mayafiles.tase.co.il/RHtm/703001-704000/H703772.htm
14,10:28 01/01/2012,ברן ,"מינוי נושא משרה-משנה למנכ""ל - מנהל חטיבת ברן רוסיה-צבר נחמן",http://maya.tase.co.il/reports/details/703771,http://mayafiles.tase.co.il/RHtm/703001-704000/H703771.htm
15,10:21 01/01/2012,ברן ,מינוי נושא משרה-מנהל חטיבת תכנון ופרוייקטים-סקופ ישראל,http://maya.tase.co.il/reports/details/703765,http://mayafiles.tase.co.il/RHtm/703001-704000/H703765.htm
16,10:18 01/01/2012,ברן ,מינוי נושא משרה-מנהל חטיבת תקשורת-רביב אביאל,http://maya.tase.co.il/reports/details/703763,http://mayafiles.tase.co.il/RHtm/703001-704000/H703763.htm
17,10:15 01/01/2012,ברן ,מינוי נושא משרה-מנהל חטיבת בינוי -פרידמן יצחק,http://maya.tase.co.il/reports/details/703758,http://mayafiles.tase.co.il/RHtm/703001-704000/H703758.htm
18,10:11 01/01/2012,ברן ,מינוי נושא משרה - גוטמן ישראל,http://maya.tase.co.il/reports/details/703755,http://mayafiles.tase.co.il/RHtm/703001-704000/H703755.htm
19,09:03 01/01/2012,מעריב ,"מינוי מנכ""ל-טל רז",http://maya.tase.co.il/reports/details/703666,http://mayafiles.tase.co.il/RHtm/703001-704000/H703666.htm
